Date,open,high,low,close,volume
2021-02-12,338.4,340.64,336.56,337.73,1207347.0
2021-02-16,339.25,340.0,333.82,335.03,1668384.0
2021-02-17,334.7,339.27,332.79,337.0,2021788.0
2021-02-18,336.88,339.58,335.28,337.92,1296402.0
2021-02-19,339.07,339.09,335.25,335.42,1849154.0
2021-02-22,333.8,343.56,333.21,340.47,1657245.0
2021-02-23,345.13,347.47,338.33,346.23,2400011.0
2021-02-24,347.28,350.3,344.61,346.53,2068730.0
2021-02-25,345.8,349.1,340.67,341.69,1568044.0
2021-02-26,338.0,338.76,330.0,330.25,2023977.0
2021-03-01,334.0,337.72,332.82,333.47,1655133.0
2021-03-02,333.27,340.01,332.67,338.59,2076290.0
2021-03-03,339.61,346.33,338.59,340.91,4052270.0
2021-03-04,340.48,344.35,334.15,338.25,2196693.0
2021-03-05,338.47,341.17,335.13,340.43,1451254.0
2021-03-08,343.5,346.06,338.44,341.45,1599138.0
2021-03-09,341.41,342.85,337.27,337.5,1448767.0
2021-03-10,339.41,343.19,335.69,340.84,1760331.0
2021-03-11,341.0,343.63,338.46,339.73,1673477.0
2021-03-12,339.64,343.65,338.62,340.19,2151903.0
2021-03-15,344.38,346.64,342.6,346.41,2056734.0
2021-03-16,346.51,349.0,342.3,347.13,1687736.0
2021-03-17,347.83,355.55,347.13,351.02,2082960.0
2021-03-18,353.87,359.0,352.54,358.45,2272188.0
2021-03-19,359.43,359.43,350.1,355.07,5739094.0
2021-03-22,352.0,358.37,352.0,357.66,2190894.0
2021-03-23,357.11,359.25,352.67,353.61,1474639.0
2021-03-24,354.99,362.68,354.99,356.12,1592280.0
2021-03-25,354.77,361.79,354.22,361.22,1598138.0
2021-03-26,362.31,365.25,359.75,364.71,2010519.0
2021-03-29,365.0,374.24,365.0,372.79,2245475.0
2021-03-30,373.25,374.13,368.61,370.54,1518830.0
2021-03-31,370.75,372.61,367.38,369.5,1375493.0
2021-04-01,368.99,372.99,368.34,371.02,1261845.0
2021-04-05,372.06,380.4,372.06,378.75,1489323.0
2021-04-06,376.51,380.1,376.32,378.97,1036026.0
2021-04-07,378.74,380.4,376.07,380.19,977184.0
2021-04-08,379.6,387.42,378.31,386.02,1863516.0
2021-04-09,386.88,390.26,383.66,386.23,1400872.0
2021-04-12,387.13,388.71,384.29,387.85,1067582.0
2021-04-13,386.56,388.2,384.34,387.11,1124303.0
2021-04-14,387.4,391.24,387.0,388.67,1078789.0
2021-04-15,388.67,392.0,387.7,390.63,1289354.0
2021-04-16,392.82,394.34,389.8,391.81,1499667.0
2021-04-19,392.0,392.39,386.62,391.73,1317625.0
2021-04-20,388.0,391.5,384.62,387.33,1370268.0
2021-04-21,387.52,390.89,384.95,387.24,1358517.0
2021-04-22,386.77,386.77,378.4,380.09,1670498.0
2021-04-23,378.59,378.59,373.32,377.29,1298269.0
2021-04-26,374.28,375.31,370.72,371.98,1518126.0
2021-04-27,371.5,374.24,370.14,373.22,1564899.0
2021-04-28,373.46,373.88,370.95,372.94,1110353.0
2021-04-29,375.0,381.98,374.84,380.35,1385925.0
2021-04-30,378.86,382.0,377.6,380.56,1103881.0
2021-05-03,379.77,386.39,379.06,385.31,1347374.0
2021-05-04,387.25,390.15,384.54,387.48,1509589.0
2021-05-05,386.34,387.48,381.71,386.37,1072213.0
2021-05-06,387.99,389.3,386.0,387.34,1079568.0
2021-05-07,387.0,392.6,385.89,390.34,1203659.0
2021-05-10,391.36,396.99,391.29,393.14,1578569.0
2021-05-11,391.03,391.68,384.41,387.82,1353302.0
2021-05-12,387.97,390.35,380.2,380.62,1633728.0
2021-05-13,381.78,390.38,380.95,387.77,1106033.0
2021-05-14,390.17,392.1,388.59,390.78,799836.0
2021-05-17,389.63,392.03,388.72,391.12,979257.0
2021-05-18,391.27,394.17,387.08,387.22,1172060.0
2021-05-19,385.0,385.73,381.35,385.54,994987.0
2021-05-20,386.79,389.54,386.07,388.32,1094677.0
2021-05-21,389.3,392.19,385.56,387.22,892481.0
2021-05-24,389.5,389.75,385.96,387.71,931421.0
2021-05-25,387.9,389.5,385.18,385.85,978570.0
2021-05-26,385.57,386.07,382.21,384.13,999616.0
2021-05-27,387.4,387.95,384.28,387.39,3979331.0
2021-05-28,384.7,386.0,381.52,382.2,936255.0
2021-06-01,384.23,384.43,381.13,381.92,962235.0
2021-06-02,382.01,385.5,380.63,385.09,1007639.0
2021-06-03,383.76,387.54,383.1,387.35,1649900.0
2021-06-04,388.0,395.52,387.61,394.1,1836215.0
2021-06-07,395.04,395.72,389.61,391.51,1088039.0
2021-06-08,391.51,392.66,387.07,388.53,1064965.0
2021-06-09,389.27,389.27,385.12,386.8,1046135.0
2021-06-10,389.14,389.74,386.09,387.72,913818.0
2021-06-11,388.78,389.15,385.17,387.72,751226.0
2021-06-14,387.61,389.46,385.88,389.11,868503.0
2021-06-15,390.0,392.05,389.06,389.8,943906.0
2021-06-16,390.81,391.0,383.2,383.6,1524204.0
2021-06-17,384.28,385.52,379.57,382.9,1246494.0
2021-06-18,380.17,382.1,379.0,379.19,2416444.0
2021-06-21,381.23,385.44,380.61,382.5,1186964.0
2021-06-22,381.54,383.88,379.65,382.48,636199.0
2021-06-23,382.21,382.51,377.26,377.33,1023970.0
2021-06-24,379.52,379.99,376.85,377.73,1032939.0
2021-06-25,376.89,383.42,376.89,382.01,1708141.0
2021-06-28,381.67,382.73,378.82,380.07,778201.0
2021-06-29,379.88,380.4,373.25,373.42,1224084.0
2021-06-30,374.5,379.44,373.62,378.35,1077635.0
2021-07-01,377.31,381.12,377.22,380.22,752932.0
2021-07-02,381.75,383.19,378.95,381.49,778835.0
2021-07-06,380.0,380.34,373.68,378.67,1142741.0
2021-07-07,378.41,384.6,377.41,383.48,953150.0
2021-07-08,379.53,381.69,377.93,379.92,894589.0
2021-07-09,382.7,384.39,380.77,383.11,543061.0
2021-07-12,381.9,383.32,376.23,379.07,1008180.0
2021-07-13,379.0,380.69,377.54,377.84,709475.0
2021-07-14,377.84,378.39,375.21,376.82,699001.0
2021-07-15,375.12,378.65,375.0,378.25,713408.0
2021-07-16,378.62,379.72,375.28,377.14,891008.0
2021-07-19,375.15,376.82,367.56,372.02,1357581.0
2021-07-20,373.01,380.64,373.0,379.98,1268431.0
2021-07-21,379.98,384.7,379.4,380.89,923120.0
2021-07-22,380.75,381.55,377.83,379.93,688440.0
2021-07-23,381.97,382.5,380.19,380.77,796294.0
2021-07-26,373.0,374.36,366.4,368.05,2720664.0
2021-07-27,368.25,375.55,368.25,374.73,1460581.0
2021-07-28,376.0,376.24,370.59,372.81,775211.0
2021-07-29,374.85,375.86,371.35,372.6,754760.0
2021-07-30,372.07,373.64,370.11,371.67,798759.0
2021-08-02,372.3,375.04,368.08,368.3,1176463.0
2021-08-03,369.38,369.91,366.0,369.45,872936.0
2021-08-04,364.49,365.36,359.61,361.64,1608105.0
2021-08-05,362.44,363.02,359.88,360.78,912917.0
2021-08-06,362.3,363.46,360.56,362.05,704471.0
2021-08-09,360.7,362.42,359.78,361.04,945120.0
2021-08-10,360.19,363.06,360.1,362.24,842087.0
2021-08-11,362.45,364.35,361.0,363.3,900275.0
2021-08-12,362.33,364.3,358.8,359.75,1006041.0
2021-08-13,360.25,361.07,357.51,357.98,1222334.0
2021-08-16,357.98,360.51,355.56,360.25,1625931.0
2021-08-17,359.05,362.53,358.67,361.6,1571156.0
2021-08-18,359.5,360.5,356.56,356.6,960963.0
2021-08-19,355.23,359.9,353.57,354.03,1345883.0
2021-08-20,354.74,358.81,353.57,357.17,904545.0
2021-08-23,357.94,359.07,356.41,357.35,828025.0
2021-08-24,358.97,360.49,357.92,359.0,822751.0
2021-08-25,359.69,360.65,357.99,358.75,953589.0
2021-08-26,359.1,361.98,357.24,361.62,1172433.0
2021-08-27,363.29,364.33,361.18,361.99,1203851.0
2021-08-30,362.25,363.96,361.75,362.05,986040.0
2021-08-31,359.4,360.85,358.1,359.8,1084123.0
2021-09-01,358.3,359.51,356.54,356.66,1116268.0
2021-09-02,356.81,358.74,355.52,358.05,2071599.0
2021-09-03,358.05,358.27,355.63,356.0,893685.0
2021-09-07,354.72,354.72,349.07,349.2,2034671.0
2021-09-08,350.39,353.58,349.46,351.46,1215491.0
2021-09-09,350.51,351.7,347.86,348.93,1099019.0
2021-09-10,349.44,350.08,345.82,345.88,1222611.0
2021-09-13,347.91,349.28,342.75,346.31,1489315.0
2021-09-14,348.0,348.3,342.48,344.34,1325937.0
2021-09-15,344.8,346.93,343.91,345.07,1149756.0
2021-09-16,345.48,345.94,340.75,341.5,1451607.0
2021-09-17,339.95,342.81,339.15,340.98,2108086.0
2021-09-20,338.7,340.65,335.89,338.46,1709991.0
2021-09-21,338.74,340.07,335.1,336.05,1316981.0
2021-09-22,338.14,343.2,338.02,341.73,1335925.0
2021-09-23,340.29,344.78,340.11,344.2,1366181.0
2021-09-24,348.97,352.94,347.51,349.52,1692975.0
2021-09-27,352.14,357.24,351.32,353.36,1865989.0
2021-09-28,353.36,355.31,349.92,352.15,1140435.0
2021-09-29,348.13,352.58,344.97,350.29,1547732.0
2021-09-30,351.53,352.3,344.9,345.1,1054430.0
2021-10-01,347.31,349.68,342.77,347.8,960373.0
2021-10-04,347.69,350.27,343.7,345.99,1127402.0
2021-10-05,346.0,350.45,344.82,347.75,889373.0
2021-10-06,347.03,350.14,344.2,349.99,995895.0
2021-10-07,350.17,354.48,350.17,351.78,1042648.0
2021-10-08,352.08,355.16,350.8,353.75,768502.0
2021-10-11,354.9,359.33,354.12,357.08,996832.0
2021-10-12,356.98,360.38,356.01,358.12,840239.0
2021-10-13,359.62,362.39,353.45,361.76,1102227.0
2021-10-14,362.02,364.16,360.36,362.07,974240.0
2021-10-15,364.1,366.24,363.51,365.62,952985.0
2021-10-18,364.33,367.88,361.88,365.0,1014628.0
2021-10-19,366.5,371.18,363.65,371.07,1051527.0
2021-10-20,371.78,372.57,369.8,371.13,955188.0
2021-10-21,371.63,373.26,367.14,373.14,803738.0
2021-10-22,373.93,377.02,372.25,374.6,1092043.0
2021-10-25,375.91,378.1,374.61,376.33,1350320.0
2021-10-26,348.33,351.2,326.0,331.91,9439687.0
2021-10-27,333.0,336.43,330.54,330.94,2822940.0
2021-10-28,330.0,334.86,325.14,331.39,2874550.0
2021-10-29,330.0,334.36,328.84,332.32,1821510.0
2021-11-01,330.47,334.2,330.07,330.93,1865020.0
2021-11-02,331.45,332.04,325.31,326.31,2745016.0
2021-11-03,325.5,333.1,324.23,331.35,1902646.0
2021-11-04,331.3,335.74,331.3,335.5,1847897.0
2021-11-05,336.95,340.52,336.35,339.89,2145291.0
2021-11-08,341.63,343.02,337.58,341.78,1733007.0
2021-11-09,341.38,342.0,337.1,338.17,1769211.0
2021-11-10,338.77,340.7,337.5,337.63,1268788.0
2021-11-11,337.14,337.21,333.3,335.89,1216473.0
2021-11-12,335.62,340.39,335.03,339.06,1097665.0
2021-11-15,339.55,341.65,339.43,340.92,1068912.0
2021-11-16,341.89,343.64,339.76,340.37,1307549.0
2021-11-17,339.48,343.55,339.48,341.99,1751113.0
2021-11-18,342.72,343.11,340.21,342.08,1431476.0
2021-11-19,340.88,343.0,339.35,341.44,1426637.0
2021-11-22,341.73,347.59,341.48,344.98,1229647.0
2021-11-23,344.98,348.09,344.67,345.18,1212807.0
2021-11-24,344.86,347.0,343.05,343.58,1134598.0
2021-11-26,339.29,343.23,338.08,342.72,1079864.0
2021-11-29,344.0,344.6,339.2,341.23,1492254.0
2021-11-30,337.2,338.36,333.03,333.32,2763187.0
2021-12-01,335.0,335.95,328.2,328.42,2249186.0
2021-12-02,330.0,333.91,328.33,330.53,1804208.0
2021-12-03,331.35,334.38,330.34,333.81,1603414.0
2021-12-06,337.25,342.41,337.25,339.96,1946921.0
2021-12-07,340.0,342.11,338.8,339.17,1540927.0
2021-12-08,339.71,342.38,339.02,341.08,1376911.0
2021-12-09,339.94,345.11,338.27,343.6,1591713.0
2021-12-10,345.84,347.24,344.6,344.88,1180685.0
2021-12-13,344.4,346.8,341.51,345.55,1740728.0
2021-12-14,343.75,348.4,343.75,345.64,1786033.0
2021-12-15,345.39,345.64,340.0,344.42,1208943.0
2021-12-16,345.67,347.96,343.67,344.84,1185928.0
2021-12-17,345.55,347.16,342.92,344.14,2749535.0
2021-12-20,341.0,341.19,333.42,337.42,2315457.0
2021-12-21,338.77,343.38,338.65,340.77,2352563.0
2021-12-22,341.16,344.35,341.03,343.14,1311507.0
2021-12-23,343.78,348.32,343.78,347.02,1061270.0
2021-12-27,347.1,350.81,347.0,350.28,966003.0
2021-12-28,350.06,355.17,349.51,353.75,827730.0
2021-12-29,353.44,355.5,352.69,354.27,771816.0
2021-12-30,355.0,357.83,353.51,353.58,778617.0
2021-12-31,353.17,357.06,351.56,355.41,887171.0
2022-01-03,354.68,356.59,353.03,354.36,1206138.0
2022-01-04,355.53,363.54,355.21,361.99,1361119.0
2022-01-05,363.0,364.0,357.87,358.14,1682213.0
2022-01-06,360.0,361.24,357.55,358.0,1368996.0
2022-01-07,359.08,362.99,358.15,360.14,1634647.0
2022-01-10,363.0,369.46,361.41,363.25,2389886.0
2022-01-11,364.01,365.04,361.27,364.14,1128134.0
2022-01-12,363.38,366.16,359.45,361.3,1477143.0
2022-01-13,362.06,367.36,360.12,365.18,1243975.0
2022-01-14,365.18,372.99,363.97,372.62,2164983.0
2022-01-18,370.45,377.36,368.86,376.54,2472313.0
2022-01-19,375.5,381.45,374.18,377.33,3336687.0
2022-01-20,377.01,381.15,374.01,375.13,2109142.0
2022-01-21,374.0,377.1,369.68,371.2,2795405.0
2022-01-24,369.55,374.54,365.34,373.33,3023288.0
2022-01-25,377.85,388.0,370.78,387.17,3182423.0
2022-01-26,388.0,393.63,383.7,391.24,3640696.0
2022-01-27,389.39,395.6,384.74,389.08,2566244.0
2022-01-28,389.1,393.33,384.78,393.15,2145264.0
2022-01-31,390.5,390.99,384.68,389.13,2363525.0
2022-02-01,390.22,390.51,386.21,387.01,1951392.0
2022-02-02,386.11,388.35,385.01,387.34,1620605.0
2022-02-03,388.18,392.17,386.39,389.7,1648970.0
2022-02-04,388.0,392.84,385.32,389.33,1645777.0
2022-02-07,392.0,395.58,388.3,392.34,1242964.0
2022-02-08,395.68,396.84,390.6,396.04,1311373.0
2022-02-09,395.5,397.62,393.69,394.54,1541931.0
2022-02-10,393.04,395.66,383.93,385.43,2301132.0
2022-02-11,386.76,398.85,385.35,396.19,3276387.0
2022-02-14,393.98,395.52,383.79,386.97,2799981.0
2022-02-15,381.91,387.3,378.32,382.22,2418999.0
2022-02-16,382.85,388.71,382.0,386.9,1776794.0
2022-02-17,386.12,391.69,385.77,388.77,1249040.0
2022-02-18,389.14,391.08,385.71,386.46,1459949.0
2022-02-22,391.27,393.42,385.07,386.2,1680920.0
2022-02-23,389.17,390.28,384.5,388.9,1839516.0
2022-02-24,398.23,398.98,387.42,395.71,4140943.0
2022-02-25,395.23,414.45,395.22,409.49,3376337.0
2022-02-28,413.81,433.9,413.5,433.8,5808648.0
2022-03-01,435.0,458.53,435.0,456.61,5719257.0
2022-03-02,445.37,451.56,429.28,450.0,5003398.0
2022-03-03,444.72,455.9,437.44,447.82,4603471.0
2022-03-04,450.05,462.66,443.07,458.15,3322792.0
2022-03-07,463.01,479.99,463.0,466.15,5210148.0
2022-03-08,463.78,468.0,448.36,448.99,4133678.0
2022-03-09,437.5,455.74,432.43,448.72,3477455.0
2022-03-10,450.63,456.96,442.24,444.36,3049605.0
2022-03-11,442.0,448.69,438.61,439.04,2649146.0
2022-03-14,449.44,449.78,439.21,444.45,2475664.0
2022-03-15,444.75,450.42,440.28,448.67,1778690.0
2022-03-16,435.05,436.89,411.36,421.34,5815501.0
2022-03-17,427.06,431.78,424.8,428.59,2947717.0
2022-03-18,434.67,437.49,421.7,426.18,5215744.0
2022-03-21,431.63,447.93,431.63,440.0,3245174.0
2022-03-22,439.45,443.84,434.19,440.59,2113816.0
2022-03-23,444.0,447.5,442.35,445.25,1715074.0
2022-03-24,445.3,451.5,443.23,449.73,1375374.0
2022-03-25,450.03,457.53,450.0,453.66,1646550.0
2022-03-28,449.32,450.46,443.31,444.98,1676187.0
2022-03-29,433.25,438.12,429.32,437.15,2451105.0
2022-03-30,439.32,447.06,439.31,445.95,1719608.0
2022-03-31,441.96,448.87,441.0,441.4,1660687.0
2022-04-01,442.22,448.99,438.82,445.98,1174396.0
2022-04-04,447.48,448.0,439.55,444.01,1166477.0
2022-04-05,445.0,454.81,443.38,447.24,2240156.0
2022-04-06,446.38,457.56,446.38,454.58,1941375.0
2022-04-07,453.0,467.4,450.79,465.51,2032701.0
2022-04-08,467.72,471.59,459.61,461.52,1710860.0
2022-04-11,463.79,474.45,462.19,464.25,1911179.0
2022-04-12,466.2,471.74,461.38,467.55,1502527.0
2022-04-13,471.0,474.61,466.25,469.19,1212375.0
2022-04-14,471.91,473.73,466.04,467.66,1965159.0
2022-04-18,467.0,471.97,459.11,467.44,1638891.0
2022-04-19,462.49,475.5,458.43,459.9,2044006.0
2022-04-20,459.88,461.36,452.78,453.87,1636172.0
2022-04-21,455.0,455.95,438.85,439.54,1937573.0
2022-04-22,440.89,450.9,438.39,445.79,1451796.0
2022-04-25,443.0,444.82,433.27,442.89,1499844.0
2022-04-26,447.04,452.32,443.18,446.09,1440435.0
2022-04-27,446.23,452.0,439.27,444.98,1017592.0
2022-04-28,449.0,449.0,437.52,441.71,1349467.0
2022-04-29,444.43,445.01,430.38,432.12,1479532.0
2022-05-02,429.6,437.49,426.15,430.81,1397135.0
2022-05-03,434.38,437.6,430.96,434.77,1331984.0
2022-05-04,437.03,445.99,434.89,445.74,1172615.0
2022-05-05,445.74,447.47,438.61,443.15,1183765.0
2022-05-06,441.53,449.58,439.91,449.43,1409797.0
2022-05-09,447.03,448.78,437.12,438.84,1354467.0
2022-05-10,439.94,446.5,437.5,439.13,978706.0
2022-05-11,437.5,444.99,436.62,440.41,1018188.0
2022-05-12,439.26,441.32,428.35,434.59,1390225.0
2022-05-13,435.36,437.71,429.0,435.17,1114755.0
2022-05-16,435.0,440.37,432.16,437.55,1004671.0
2022-05-17,439.81,442.22,431.26,441.0,798112.0
2022-05-18,441.0,442.07,433.1,434.33,986895.0
2022-05-19,430.85,432.99,419.29,425.62,1539795.0
2022-05-20,428.0,428.0,417.29,424.15,1632492.0
2022-05-23,427.44,435.65,427.44,433.03,1038386.0
2022-05-24,433.0,443.31,433.0,442.78,1034278.0
2022-05-25,443.48,448.63,441.3,447.54,1032343.0
2022-05-26,450.0,454.06,447.77,447.99,1143164.0
2022-05-27,451.14,451.47,444.46,450.56,1265926.0
2022-05-31,443.0,445.0,438.41,440.11,2539099.0
2022-06-01,443.03,443.85,436.49,439.3,1199127.0
2022-06-02,441.76,442.54,430.44,441.11,1209973.0
2022-06-03,440.0,446.58,439.16,442.69,928107.0
2022-06-06,443.82,446.0,441.56,443.41,689983.0
2022-06-07,442.0,456.67,441.4,456.3,1126120.0
2022-06-08,452.0,454.64,442.91,443.41,1151604.0
2022-06-09,443.42,443.55,432.5,432.72,995196.0
2022-06-10,431.0,434.35,425.75,430.19,1166079.0
2022-06-13,424.4,428.36,421.52,423.93,1483046.0
2022-06-14,424.01,424.16,411.11,416.17,1498032.0
2022-06-15,417.56,419.0,408.87,414.1,1241740.0
2022-06-16,410.43,412.89,403.02,404.79,1580297.0
2022-06-17,403.57,405.4,394.66,404.01,3757111.0
2022-06-21,412.0,420.5,409.01,418.96,1474357.0
2022-06-22,414.06,420.42,411.79,415.45,1073621.0
2022-06-23,415.37,416.27,407.18,410.62,988848.0
2022-06-24,415.84,419.48,410.68,419.04,1767980.0
2022-06-27,419.04,423.19,417.47,419.25,779026.0
2022-06-28,423.0,427.56,419.35,420.71,953621.0
2022-06-29,423.06,424.41,416.43,418.89,733833.0
2022-06-30,418.16,430.32,416.88,429.96,1269511.0
2022-07-01,429.74,434.96,424.48,433.52,1296938.0
2022-07-05,424.79,425.77,407.21,415.25,1713202.0
2022-07-06,416.9,427.86,415.28,425.89,1044956.0
2022-07-07,424.48,428.0,419.55,422.19,1177278.0
2022-07-08,425.54,426.97,419.97,420.35,681978.0
2022-07-11,417.9,423.0,415.38,419.07,602659.0
2022-07-12,419.47,419.89,412.6,413.99,680454.0
2022-07-13,409.11,417.77,407.73,408.0,1155525.0
2022-07-14,403.19,405.37,397.52,400.31,1160735.0
2022-07-15,403.71,403.71,397.81,398.38,1223234.0
2022-07-18,399.97,400.0,387.03,387.28,2759730.0
2022-07-19,378.82,390.57,373.67,390.38,3023792.0
2022-07-20,390.66,397.48,385.67,395.22,1560459.0
2022-07-21,394.32,395.55,389.64,395.2,941017.0
2022-07-22,399.95,401.97,393.46,394.74,769437.0
2022-07-25,394.37,403.73,393.63,399.8,1038252.0
2022-07-26,400.18,402.98,396.57,396.81,992431.0
2022-07-27,397.79,399.25,394.0,398.54,838642.0
2022-07-28,399.15,406.77,396.14,406.08,1014819.0
2022-07-29,406.49,414.15,402.0,413.81,1493633.0
2022-08-01,418.24,428.5,416.64,419.28,1721893.0
2022-08-02,425.01,432.84,419.1,428.78,2453931.0
2022-08-03,427.27,431.76,419.64,429.3,1330652.0
2022-08-04,430.71,434.65,426.89,428.13,1126420.0
2022-08-05,425.26,427.84,419.53,426.41,932609.0
2022-08-08,427.5,429.37,421.68,423.86,815818.0
2022-08-09,426.95,431.88,425.7,428.55,747479.0
2022-08-10,430.07,432.25,426.34,429.99,1409345.0
2022-08-11,429.24,432.49,427.2,428.85,949367.0
2022-08-12,428.9,434.29,427.19,434.24,978009.0
2022-08-15,432.68,439.97,429.86,438.01,885044.0
2022-08-16,436.92,445.0,436.92,440.16,851050.0
2022-08-17,436.13,445.49,435.0,441.59,996600.0
2022-08-18,441.91,444.58,436.87,439.35,866540.0
2022-08-19,438.48,440.92,436.04,440.03,1013644.0
2022-08-22,438.51,441.64,431.84,432.33,1086763.0
2022-08-23,432.93,434.73,430.3,433.12,915242.0
2022-08-24,433.99,435.45,430.94,433.71,740243.0
2022-08-25,433.71,438.84,432.43,438.64,727686.0
2022-08-26,440.4,442.78,430.94,431.13,876348.0
2022-08-29,427.66,433.9,426.48,429.68,868264.0
2022-08-30,429.44,430.37,424.01,425.11,976123.0
2022-08-31,422.36,424.74,420.02,420.11,909298.0
2022-09-01,418.24,423.58,417.8,422.61,948908.0
2022-09-02,424.99,425.69,417.55,418.57,869980.0
2022-09-06,419.01,423.27,415.78,417.78,962529.0
2022-09-07,415.35,420.9,412.26,420.14,1255723.0
2022-09-08,419.57,421.07,414.77,419.65,1112677.0
2022-09-09,420.69,423.62,419.02,421.53,1284687.0
2022-09-12,421.0,421.49,417.5,418.64,1349659.0
2022-09-13,417.32,420.8,407.36,409.33,1621432.0
2022-09-14,410.19,418.4,408.3,416.63,1004293.0
2022-09-15,414.83,414.83,410.73,413.59,1189166.0
2022-09-16,411.25,415.77,410.01,414.29,2023341.0
2022-09-19,414.0,417.64,412.73,416.52,695575.0
2022-09-20,416.0,421.41,412.34,420.58,1112250.0
2022-09-21,427.99,433.79,420.03,420.2,2106395.0
2022-09-22,419.83,424.72,413.0,422.08,1409886.0
2022-09-23,419.78,420.01,407.58,413.07,1874579.0
2022-09-26,411.69,412.21,406.51,407.65,1208273.0
2022-09-27,409.2,410.32,398.37,399.74,1052147.0
2022-09-28,397.2,402.09,391.1,400.0,1161708.0
2022-09-29,398.98,399.41,385.89,389.79,1127761.0
2022-09-30,381.63,389.9,381.55,386.29,1343719.0
2022-10-03,389.74,402.83,389.08,399.74,1273772.0
2022-10-04,403.11,407.84,399.83,406.11,1060128.0
2022-10-05,406.11,407.66,400.78,402.51,828365.0
2022-10-06,401.62,403.6,398.08,399.61,746670.0
2022-10-07,398.56,404.67,396.01,403.96,1124719.0
2022-10-10,407.59,418.63,406.15,409.99,1112472.0
2022-10-11,405.66,416.16,405.66,411.06,1013559.0
2022-10-12,406.93,408.9,397.14,397.42,921846.0
2022-10-13,393.0,407.05,391.22,405.96,1012657.0
2022-10-14,404.33,405.38,388.1,389.41,1370491.0
2022-10-17,393.0,400.61,392.15,397.31,1617203.0
2022-10-18,403.15,435.51,401.54,431.84,4588540.0
2022-10-19,433.97,447.57,430.35,439.96,2623664.0
2022-10-20,439.62,445.31,437.95,444.34,1781303.0
2022-10-21,443.72,454.69,440.15,454.61,1620175.0
2022-10-24,459.08,466.18,455.56,457.46,2013669.0
2022-10-25,454.05,463.54,452.19,460.15,1536954.0
2022-10-26,462.17,470.64,460.46,462.56,1554812.0
2022-10-27,464.58,474.18,464.4,471.93,1513809.0
2022-10-28,474.0,491.14,472.3,484.87,2045544.0
2022-10-31,480.45,488.23,479.43,486.68,1288421.0
2022-11-01,486.03,491.16,483.87,485.63,1229929.0
2022-11-02,484.54,488.88,481.5,482.06,1292138.0
2022-11-03,479.77,489.97,478.55,484.82,1291110.0
2022-11-04,485.16,486.5,472.57,481.67,1447171.0
2022-11-07,482.48,489.96,480.96,488.63,944759.0
2022-11-08,488.88,494.66,486.84,494.12,1220973.0
2022-11-09,489.75,492.44,484.24,485.18,1383237.0
2022-11-10,488.26,491.22,479.7,490.77,1601072.0
2022-11-11,480.74,483.83,462.61,463.86,3061838.0
2022-11-14,467.35,471.98,459.37,462.04,2286803.0
2022-11-15,465.84,474.99,458.05,467.25,3272823.0
2022-11-16,465.24,469.26,461.59,466.24,1022748.0
2022-11-17,465.0,474.78,464.26,472.77,1403073.0
2022-11-18,473.63,480.87,472.77,476.82,2160399.0
2022-11-21,478.49,483.96,478.23,480.94,1730774.0
2022-11-22,482.97,484.26,479.28,479.5,838407.0
2022-11-23,479.78,482.99,478.72,481.07,1020415.0
2022-11-25,484.3,484.5,481.42,483.46,321504.0
2022-11-28,480.11,485.24,480.0,483.21,939150.0
2022-11-29,483.1,485.1,481.74,484.1,802623.0
2022-11-30,480.0,485.95,477.73,485.19,1469962.0
2022-12-01,486.52,488.0,480.67,483.69,913652.0
2022-12-02,481.81,498.95,481.81,496.23,1744461.0
2022-12-05,490.87,494.98,488.32,490.67,1357208.0
2022-12-06,491.32,491.32,482.2,484.0,1076620.0
2022-12-07,484.3,489.24,480.48,481.2,999948.0
2022-12-08,485.26,488.81,481.55,485.38,762292.0
2022-12-09,485.64,490.36,483.21,483.58,856508.0
2022-12-12,484.95,487.17,482.5,486.32,1129195.0
2022-12-13,490.0,490.37,478.67,480.22,1731061.0
2022-12-14,481.19,488.27,480.14,485.19,1071788.0
2022-12-15,481.0,485.1,475.12,478.79,1067653.0
2022-12-16,475.63,482.61,473.67,481.79,2590742.0
2022-12-19,481.78,487.98,479.93,481.79,929944.0
2022-12-20,482.88,491.45,481.82,486.15,1014530.0
2022-12-21,487.88,490.57,485.69,487.65,988276.0
2022-12-22,486.5,486.82,473.95,479.3,1520980.0
2022-12-23,479.5,484.18,478.36,483.29,661647.0
2022-12-27,485.0,489.24,483.5,485.5,788966.0
2022-12-28,486.15,489.0,482.9,483.22,810358.0
2022-12-29,484.0,489.57,483.3,487.05,764234.0
2022-12-30,488.0,489.81,481.24,486.49,910037.0
2023-01-03,483.39,484.25,474.01,477.53,1657329.0
2023-01-04,473.25,479.7,469.3,476.5,1391458.0
2023-01-05,475.69,478.14,469.9,477.07,1210096.0
2023-01-06,480.0,488.0,465.77,473.24,1969440.0
2023-01-09,467.79,470.79,455.3,458.99,2376959.0
2023-01-10,462.18,465.47,456.9,462.29,1003543.0
2023-01-11,463.37,465.55,461.04,463.0,1056366.0
2023-01-12,462.99,465.88,459.19,461.74,936688.0
2023-01-13,446.5,453.71,444.74,449.83,2208772.0
2023-01-17,450.3,453.5,446.67,447.16,1753149.0
2023-01-18,447.16,448.23,440.65,441.27,1645124.0
